transaction_id,customer_id,amount,payment_status,failure_reason,attempt_count,customer_previous_payments,customer_previous_failures,days_since_event,subscription_status,recovery_eligible,recommended_action,transaction_date,risk_score,risk_level,detected_revenue_at_risk
TX00490,CUST1017,499,success,,2,10,2,16,inactive,False,stop,2026-08-17 07:37:20,0,low,0
TX00491,CUST1003,7999,failed,insufficient_funds,1,13,1,4,not_applicable,False,escalate,2026-08-29 07:37:20,50,medium,7999
TX00492,CUST1150,7999,failed,timeout,1,3,2,27,not_applicable,True,retry,2026-08-06 07:37:20,55,medium,7999
TX00493,CUST1088,2499,success,,2,15,0,5,inactive,False,stop,2026-08-28 07:37:20,20,low,0
TX00494,CUST1103,799,failed,upi_failure,4,1,1,28,inactive,True,retry,2026-08-05 07:37:20,30,low,0
TX00495,CUST1176,999,success,,2,8,2,0,inactive,False,stop,2026-09-02 07:37:20,10,low,0
TX00496,CUST1077,1299,success,,2,3,1,4,inactive,False,stop,2026-08-29 07:37:20,5,low,0
TX00497,CUST1190,3499,failed,bank_declined,3,13,4,20,active,False,escalate,2026-08-13 07:37:20,40,medium,3499
TX00498,CUST1048,3499,success,,2,15,4,27,inactive,False,stop,2026-08-06 07:37:20,0,low,0
TX00499,CUST1014,4999,failed,timeout,3,12,1,24,not_applicable,True,retry,2026-08-09 07:37:20,45,medium,4999
TX00500,CUST1145,299,success,,1,1,0,1,inactive,False,stop,2026-09-01 07:37:20,5,low,0
